,size
Rb2 Co1 H8 C2 O10,0.6717391304347826
Mg3 P4 H48 N2 O30,0.45747126436781604
Li1 Mn1 P1 O4,0.8928571428571428
Ba3 Si1 S5,1.3944444444444444
Na2 Ge1 Se3,1.3833333333333333
Rb1 Cl1 O4,0.9583333333333333
In2 Si2 O7,0.8636363636363636
Hg2 P3 Cl1,1.1666666666666667
Na2 Te4 O9,0.9733333333333333
H4 S1 O5,0.5
Si3 P2 Pt1,1.1083333333333334
Te2 O3 F2,0.7999999999999998
Li1 Mo8 O10,1.0026315789473683
Ba2 Co1 Cl6,1.2944444444444443
K3 P1 Se16,1.2999999999999998
Dy1 Bi1 Rh1,1.5666666666666667
Mg1 Cu1 Bi1,1.4833333333333334
Nb21 S8,1.3258620689655172
Li1 Co6 P7 O24,0.8144736842105262
Pu2 Se3,1.3900000000000001
Ho2 Al3 Si2,1.3499999999999999
Cs2 K1 Zr1 O1 F5,1.205
Pr1 Si2 Rh2,1.35
Sb1 P4 O12,0.7441176470588236
Rb1 Re1 Cl4,1.2833333333333332
Rb2 V4 O9,1.0333333333333332
Ni1 P1 S1,1.1166666666666667
Fe2 P1 H2 C1 O7,0.7076923076923077
Sc11 Nb3 O24,0.9565789473684211
Cs4 Mn2 Pd1 F12,1.0842105263157895
Sr1 Bi1 Br1 O2,1.19
Ba1 Pb2 Br1 F5,1.0444444444444443
Sr10 Al2 Cl1 F25,0.9473684210526315
K3 Sc1 Mo3 O12,1.039473684210526
Ca3 Fe2 Cl2 O5,1.1
Er1 Mo1 O4 F1,0.8714285714285713
Ho2 Ni15 B9,1.2076923076923078
Tl1 H1 C1 O2,0.8099999999999999
K5 Li2 Nd1 F10,1.1527777777777777
Dy2 Te3 O9,0.9357142857142857
Ag1 As1 O3,0.91
Sr4 B14 O25,0.8116279069767443
Na10 U8 W5 O44,0.9723880597014924
Ce1 Ag6 N9 O27,0.7790697674418605
V1 H14 C4 N1 O2 F3,0.44
Ba3 Zn5 In2 O11,1.0904761904761906
Sm1 Hg1 Pd1,1.5833333333333333
Sr1 Lu1 Cu1 Se3,1.4249999999999998
Fe1 P4,1.08
Hg1,1.5
Hg1 H10 C3 I3 N1,0.6083333333333333
Li1 Cu2 Sn1,1.4000000000000001
Mg6 Si7 Ni16,1.3206896551724139
Tc1 Br4,1.19
Ba1 Al2 Ge2,1.43
Ag1 Cl1,1.3
Ce1 B2 Rh3,1.2666666666666666
Cs3 Cu2 Cl5,1.55
K3 Mo2 Cl9,1.3214285714285716
Fe4 H14 O13,0.5451612903225806
Ba2 Ti1 Ge2 O8,1.0
Nb1 Sn1 Ru1,1.4
Tm1 Co2,1.4833333333333334
Li1 Mn2 O4,0.95
U2 Al9 Co3,1.342857142857143
Li1 Mo2 P2 O11,0.809375
Ta1 Co2 Te2,1.3900000000000001
Ni1 Xe2 F16,0.6500717703349281
Ba2 Er1 Cu4 O8,1.0833333333333335
Sm10 Pd21,1.5451612903225804
K1 B5 O8,0.8035714285714285
Cu4 W1 S4 Cl4,1.1346153846153846
Li1 Sn2 P3 O10,0.834375
K1 Pb2 Cl5,1.35
Cs1 Ti1 Zn1 O1 F5,0.9388888888888889
Bi34 Ir3 Br37,1.364864864864865
Os5 C19 O19,0.7255813953488371
I1 F7,0.6125
Cs1 Ta1 Se3,1.5
Ag3 P6 H12 N3 O19,0.6313953488372093
Ti1 H8 N2 F6,0.4529411764705883
K2 Mn1 H2 O1 F5,0.8545454545454546
Pr7 C3 I10,1.4525
Li1 Mn4 P7 O24,0.7902777777777776
V1 H7 C4 O8,0.5349999999999999
Mn1 Ge4 H24 C8 S10 N2,0.5979591836734693
Ca1 Zn1 S1 O1,1.1875
K8 Te1 P8 H10 O32,0.8254237288135593
K1 Cd2 H8 C10 N15 O4,0.6612500000000001
K1 Cd1 P3 H8 O13,0.6365384615384615
Na1 Li3 Ti2 Fe2 P6 O24,0.8460526315789474
Mn1 Fe1 H14 O7 F5,0.4642857142857143
Li5 Co2 O6,1.0423076923076924
Li2 Mn3 F8,0.8538461538461539
Li3 Fe8 B8 O24,0.8546511627906976
Li1 V1 F4,0.8
Li2 Fe2 Si1 O6,0.9454545454545453
Li1 Mn1 P2 O8,0.8041666666666667
Li2 Mn1 F4,0.8999999999999999
Li1 Fe2 F5,0.84375
Na3 Co2 O4,1.1666666666666665
Co3 O1 F5,0.7944444444444445
Mn3 Nb1 O8,0.8708333333333333
Cs3 La1 O3,1.65
Ga2 Ni1 O4,0.907142857142857
Fe13 O15,0.9714285714285714
Na3 Ge1 P1 C1 O7,0.9653846153846155
V1 Ni3 Sb2 P6 O24,0.7972222222222222
V2 O3 F3,0.75
Tl8 Os8 O27,0.9720930232558139
Li1 Nb1 P4 O12,0.7833333333333332
Li1 V1 P2 O7,0.8181818181818181
Sr18 Co12 O35,1.126153846153846
Li6 Ni3 P6 W1 O24,0.8624999999999999
Li4 Fe2 Ni5 O12,0.9804347826086957
Li3 Fe4 B4 O12,0.893478260869565
Mn6 O11 F1,0.861111111111111
Mn3 O2 F4,0.8222222222222222
Ti1 Fe11 O16,0.9428571428571428
V1 Fe2 Ni3 P6 O24,0.7944444444444443
V1 Cu2 H1 O5,0.8111111111111111
Li8 Ti1 S6,1.2666666666666666
Gd2 As1 O5,0.96875
Li3 V3 P8 O29,0.786046511627907
Li4 Ti9 O20,0.9212121212121211
Ti2 S3 O12,0.7647058823529411
Y2 Ge1 O5,0.98125
Ho2 Te1 O2,1.22
Ho1 Bi12 O20,0.9984848484848485
Li2 Hf1 O3,1.0416666666666665
Li4 Ti3 Cr5 O16,0.95
Na3 Tl1 P1 C1 O7,1.0153846153846153
Nb1 V1 O5,0.8285714285714285
Na2 Co1 As1 C1 O7,0.9166666666666667
Fe2 Sn1 P3 O12,0.8027777777777777
V3 P2 O11,0.790625
Li1 Fe2 O1 F5,0.8166666666666667
Rb2 Co1 B12 H20 O30,0.6038461538461539
Li4 V3 Cr2 Sn3 O16,0.95
Li1 Co1 P1 O4 F1,0.8374999999999999
Li2 Mn1 V1 P4 O14,0.8204545454545454
Li2 V1 O2 F1,0.9916666666666666
Li2 Mn1 H8 S2 O12,0.62
Li10 Mn3 Cr3 Co2 O16,1.035294117647059
Tb1 Zn1,1.55
Li1 Si6 Bi1 O14,0.8204545454545454
Li1 Mn2 B2 O6,0.8681818181818182
Pa1 Se3,1.3125
Er1 Th1 Tc2,1.5625
Pm2 Ir1 Au1,1.6
Yb1 N2,1.0166666666666666
Mg2 Ag1 Pt1,1.4874999999999998
Ta1 Zn1 Ru2,1.35
Eu1 Bi3,1.6625
Lu1 H3,0.625
Tm1 Np1 Ru2,1.525
Na1 Tl1 O1,1.4333333333333333
K1 F3,0.925
Mg1 Al2 C2,1.08
Tm1 Mg16 Al12,1.4051724137931034
Na2 Cr1 H2 F8,0.7307692307692308
Ho6 Co1 Te2,1.6277777777777775
Sc3 Sb1,1.5625000000000002
Sm1 Pu1 O3,1.08
Na1 Ti1 O3,1.0
Yb1 B4 Ru1,1.075
Cu1 H1 O2,0.7
Hf5 Zn1 Sb3,1.4944444444444445
Cu1 Bi1 O2,1.0375
Ca1 Nd2 Ti2 Mn2 O12,0.9631578947368421
Ca1 Mn2 O4,0.9999999999999998
Zn1 Cr2 O4,0.9357142857142857
Zn1 Co1 F5,0.7428571428571429
Ca1 Ni1 F5,0.8071428571428572
Li1 Mn1 O2,1.0125
C3 N1,0.6874999999999999
Ho1 Ga1,1.525
Tb1 Ti2 Ga4,1.3928571428571428
Te4 Mo3 S2,1.3277777777777775
Zn1 Fe3 C1,1.2499999999999998
Te4 Mo1 W3 S4,1.2583333333333333
Te4 Mo1 W3 Se2 S2,1.2833333333333334
Ba1 Mg6 Si1 O8,1.065625
Mg30 Zn1 Co1 O32,1.0453125
K1 Y1 Mg30 O32,1.065625
Hf1 Mg30 Zn1 O32,1.0484375
K1 Mg30 B1 O31,1.0579365079365077
Ti1 Ni1,1.375
Sr1 As1,1.575
I1 N1,1.025
P1 Br1,1.075
Cd1 Te1,1.475
Cd1 Cu1 Sb1,1.4499999999999997
Li2 Cd1 Ge1,1.425
Y1 Zn1 Ga1,1.4833333333333334
Mg5 Si6,1.2818181818181817
Cu2 Sn1 Hg1 Te4,1.40625
Hf3 Al1 N1,1.31
Tm1 Cu1 Sb2,1.5
Cu1 N6 Cl2,0.8055555555555556
Er2 Ni1 Sn6,1.5055555555555555
Co1 Cl2 O6,0.7722222222222221
Nd1 Co1 Ge2,1.425
Ge1,1.25
Nd2 Cu1 Ge6,1.3944444444444444
Li1 Mg2 Au1,1.4500000000000002
Mg1,1.5
Sr2 Mg1,1.8333333333333333
Cd1 Fe1 Rh2,1.4125
Mg5 Ga1,1.4666666666666668
Ca1 Zn3,1.4625000000000001
Er1 Tc2,1.4833333333333334
Li1 Mg1 Ir1,1.4333333333333333
Y1 Mg2,1.6
Ta1 Nb1 Mo2,1.45
Cu2 Br1 O3,0.9416666666666667
Ba1 Li2 Ca1,1.7125
Y1 Sc1 Ag2,1.6500000000000001
Mg3 Co1 O4,1.03125
Ce1 Mg6 Ga1,1.51875
Li9 Mn7 O16,1.0140624999999999
Mg2 Hg1 Pd1,1.475
V5 Ni1 P6 O24,0.7916666666666667
V5 Fe2 O12,0.881578947368421
Rb1 Mo3 Se3,1.4499999999999997
Cu1 N2 F4,0.6642857142857143
Cu1 Mo6 Se8,1.2833333333333332
Cd1 Mo6 Se8,1.2966666666666666
K2 Li1 Ce1 Br6,1.46
K3 In1 F6,1.115
Cs2 Rb1 Ir1 F6,1.19
U3 Sb4 Ir3,1.51
Cs1 Pb1 I3,1.7200000000000002
Zn4 In1 Ga1 O7,0.9576923076923076
K1 Ca1 P3 O9,0.8857142857142857
Li7 Co5 O12,1.0041666666666667
Li4 Fe1 P6 H8 O22,0.6926829268292682
Li3 V5 O12,0.915
Ho1 Cu1 O2,1.075
Yb4 Si7,1.3363636363636364
Sm1 In1 Cu1,1.5833333333333333
N1 O4,0.61
Mg1 N1 Cl3 O6,0.7954545454545454
Eu2 Mn5 Al12,1.3526315789473684
K1 Cr1 O2,1.2
Ba1 Na2,1.9166666666666665
Au1 C1,1.025
As1 Pb3,1.6375000000000002
Ba1 Sm3,1.9250000000000003
Ca1 Gd1 Pd2,1.6
Co1 Mo1 O3,0.92
K3 Cr1,2.0
K1 Y1 O3,1.1600000000000001
La1 Nd1 Ir2,1.625
Hf2 In1 Ni2,1.4700000000000002
Lu1 Np1 Ru2,1.525
Gd3 Ag1,1.75
Mg1 In2,1.5333333333333332
Na3 Si1,1.625
Rb1 Mg2,1.7833333333333332
Ti2 V1 Os1,1.3625
Tl3 As1,1.7125
Tm1 Ga1 Ni2,1.4375
Sm1 Mg149,1.5023333333333333
Th2 Fe1 S5,1.25
Mn1 In2 Ni1 O6,0.9450000000000001
Eu2 Mg1 Ir1 O6,1.0150000000000001
Tb1 B2 Os1,1.1875
Th3 Ni3 Sn4,1.525
Y3 Ta1 O7,1.0045454545454544
Er2 Fe17 C3,1.3363636363636364
Bi1 Te1 N1 O6,0.8055555555555556
Ca2 Co2 O5,1.0333333333333332
K1 Sb1 S2 O8,0.8708333333333333
V4 Cu9 Cl2 O18,0.9196969696969697
U1 B1 C1 O5,0.7875
Na3 Mg1 P3 H24 O22,0.5490566037735849
Zn3 H24 C4 Se5 N12 O15,0.5619047619047619
K1 Mn1 P1 O3 F3,0.8777777777777777
Si1 H6 C2,0.4444444444444444
Ta4 Co1 Te4,1.4166666666666665
Al1 O3,0.7625
Er3 Si11 Pt23,1.308108108108108
Yb1 Cr1 Mo6 H34 O38,0.5393749999999999
Ga1 Au1 I8 N2,1.2625
Dy3 Ge13 Ir4,1.345
Cu1 Te2 Pb1 O7,0.9227272727272726
S3 N3 Cl3 O1,0.855
Mo2 Pb1 Se2 O11,0.85
Mn1 H30 C6 Se4 N6,0.4595744680851064
Ba1 Pd1 Se2 O6,0.945
Zr1 H1 Br1,0.9833333333333333
Pu1 Al3 Pd2,1.3833333333333333
Pr3 Sn1 N1,1.5300000000000002
V1 P1 N2 O5,0.7388888888888888
Ta4 Te16 Pt1 I8,1.4051724137931032
Rb18 Mg6 B29 O58 F1,0.9933035714285715
Sm1 As2 Pd3,1.3916666666666666
Rb1 Eu1 W2 O8,0.9749999999999999
Sr2 Gd1 Cu2 Hg1 O7,1.0923076923076924
Ta1 S2,1.15
Hf1 Ir1,1.4500000000000002
Li1 Fe1 P1,1.2833333333333332
Ce1 O2,1.0166666666666666
Dy1 S2,1.25
C1 N2,0.6666666666666666
Cs1 Y1 P4 O12,0.8666666666666666
Lu1 U2 S3 O2,1.18125
Te1 Mo2 Se2 S1,1.2666666666666666
Mg14 Zr1 Si1,1.4781250000000001
Na1 Ni1 N1,1.2666666666666666
Te2 Mo1 W1 Se1 S1,1.2916666666666667
Mg30 Si1 Sn1 O32,1.04296875
Tb2 O3,1.06
Pb1 S1,1.4
Pr1,1.85
Ba1 Cd2 Pt1,1.65
U1 Cu1 Sb2,1.5
Sr1 Mn1 P1 F1,1.225
Ni1 Cl2 O2,0.91
Ba2 Cd1 As2,1.63
V1 Ge2,1.2833333333333332
Hf1 Al1 Cu2,1.375
Na4 Zn1 Se3,1.5
Mg1 Ga3,1.35
Ba1 Tb1 Ag1 S3,1.4166666666666665
Sb1 Ir1 Se1,1.3166666666666667
Tl2 Cd1 In1,1.7249999999999999
Sr1 La1 Mg2,1.7375
Sc1 Ag1 Hg2,1.55
Nb2 Os1 Ru1,1.375
K1 Nd1 Te4,1.6083333333333334
V6 O7 F5,0.8222222222222222
Tm1 Ni1 P1,1.3666666666666665
Sr1 Ga1 Ge1,1.5166666666666666
La1 Mg1,1.725
Pr3 Pt2,1.6500000000000001
K1 Mn2 Cr2 O10,0.9199999999999999
Nb2 Pd1 S5,1.1625
Mn1 B4,0.96
Ti3 In3 Rh2,1.44375
Rb2 Hg1 As1 F6,1.0350000000000001
Cs2 K1 Pr1 Cl6,1.525
Cs2 Pr1 Cu1 Br6,1.53
Cs2 Ag1 Au1 F6,1.115
Tb1 Al1 Ni1,1.45
Tc2 P3,1.1400000000000001
Li4 Mn3 O7,1.0142857142857142
Li5 V3 Bi2 P6 O24,0.8724999999999999
Li2 Fe3 W1 O8,0.9464285714285714
Li2 Mn3 Sn1 O8,0.9535714285714285
Fe4 O3 F5,0.825
Dy2 Pt2 O7,0.9454545454545455
Y1 Fe2,1.5333333333333332
Sr1 H16 O10,0.4444444444444444
V2 Ni1 P2 H6 O13,0.6395833333333333
K4 Ni1 P6 O25,0.8652777777777777
Mn1 B4 O16,0.6857142857142856
Ca1 Al1 O2 F4,0.78125
Ag3 Se1,1.4875000000000003
Ba1 Na2 Sn1,1.8
Cd3 Hg1,1.5375
Ce2 Sn1 Hg1,1.6625
Ce1 Nd1 Hg2,1.675
Ce1 Pm1 Mg2,1.675
Cs1 Ac3,2.1125
Ga1 Cu3,1.3375000000000001
La1 Nd3,1.8750000000000002
K3 Tm1,2.0875000000000004
Li1 Dy3,1.675
Li1 Dy2 Ga1,1.5625
Lu2 Co1 Cu1,1.5499999999999998
Na1 Li3,1.5374999999999999
Na1 Tb3,1.7625
Nd1 Cd1 Ag2,1.6500000000000001
Pa1 Ti3,1.4999999999999998
Pm3 Dy1,1.8250000000000002
Pm1 Ho3,1.775
Sc3 Bi1,1.6
Y3 Sb1,1.7125000000000001
Yb1 Ag1 Au2,1.5125000000000002
Li1 H2 N1,0.65
Y2 Ga2 Fe15,1.431578947368421
La3 Bi4 Pt3,1.6300000000000001
Li1 In1 W2 O8,0.875
Cs2 Cu2 Sb2 S5,1.4363636363636365
Cs2 U1 Pd3 Se6,1.5041666666666664
Y1 Fe3,1.4999999999999998
Co1 W2 Cl10,1.080769230769231
La2 U2 Se9,1.3653846153846154
Rb2 Pd1 S8 O26,0.8027027027027027
La2 Mn1 Se2 O2,1.257142857142857
Cu1 S2 N2 O14,0.6868421052631579
Cs3 H12 N4 F3,0.6772727272727272
Ba2 Ge1 Sb4 S10,1.2558823529411764
Tl1 V1 P1 O6,0.8722222222222221
V4 Cr2 O13,0.8421052631578947
Li2 V2 P2 O11,0.835294117647059
Rb2 Nb2 Si2 O11,0.9647058823529413
Y5 Zr3 Ni16 As12,1.3624999999999998
Ca6 Te5 N2 O21,0.9323529411764706
Ca1 Ti1 Ge1 O5,0.93125
Cr2 O1,1.1333333333333333
Zr3 Tl2 Cu2 S8,1.2766666666666668
Zr7 Pt10,1.4323529411764706
Zn1 H6,0.40714285714285714
U1 Sn1 I6,1.4499999999999997
U2 Nb3 Si4,1.3611111111111112
Pr5 Sn3 Au1,1.661111111111111
Rb1 Cu1 P3 O9,0.8642857142857143
Nb1 Tl1 Cl6,1.16875
Nd1 Ni1 Ge1,1.4833333333333334
Pr3 Sn13 Ru4,1.48
Nd3 Tm2 Ga3 O12,1.0074999999999998
Mn1 H1 Se1 O4,0.7428571428571428
Li2 Zn2 Mo3 O12,0.9026315789473683
Lu1 Be1 N1 F6,0.7166666666666666
Li1 Eu1 P1,1.4333333333333333
La3 Nb1 Sb5,1.6166666666666667
K1 Zr6 C1 I14,1.4454545454545453
Li1 N6 O6,0.6884615384615385
La5 Co1 Ge3,1.65
K2 La1 I5,1.6687500000000002
Na3 Ti1 O6,1.04
K1 P4 C4 O8,0.8117647058823529
La7 V2 B1 O17,1.0148148148148146
La1 Ga1 Ge2 O7,0.9045454545454545
K6 Na2 Fe7 O38,0.9320754716981132
Er2 Al9 Rh3,1.342857142857143
Dy5 Bi1 Pd2,1.6437499999999998
Er4 Co1,1.6700000000000002
Dy8 Ni18 P11,1.3324324324324326
Ho1 Tl3 Te6,1.585
Cs2 Na1 Ga1 P2,1.7166666666666666
Ce1 S1 Cl1,1.2833333333333332
Ce3 Ni2 Ge7,1.4166666666666667
Cd2 Hg2 H1 S2 O10,0.8441176470588234
Ce4 Fe1,1.7600000000000002
Ca5 Co1 Pb3,1.75
Ba1 Sm1 Cu1 B1 O5,1.0222222222222221
Ba5 Ho2 Zr1 Al2 O13,1.1347826086956523
As1 Ru1 S1,1.15
Ba3 Dy1 B3 O9,1.009375
Zr1 Nb1 Fe4,1.4333333333333331
Zn2 Fe1 S3,1.1833333333333333
Yb1 Eu1,1.8
Zr2 Ti1 Pb3 O9,1.02
Y2 Be1 Al1 B1 O7,0.9124999999999999
Tl1 Bi1 Te2,1.575
Tm4 Cr1 Se7,1.3708333333333331
Tm1 In2 Sn1,1.575
U2 Fe1 Si3,1.3666666666666667
Ti1 Al1 Fe1 O5,0.88125
V1 H6 S1 O10,0.5472222222222222
Ti4 Co1 P6 O24,0.7814285714285714
Te3 Au1,1.3874999999999997
Tc3 Mo1,1.3750000000000002
Tb1 Ti1 Fe11 C1,1.3749999999999998
Tb1 Nd1 Co14 B1,1.3735294117647059
Tb2 Co3 Ni1,1.4833333333333334
Ta10 Se1 S3,1.332142857142857
Ta1 Mo2 C3,1.0749999999999997
Ta1 Mn1 Nb1 O6,0.8777777777777778
Sr3 Ca2 P3 O12 F1,0.9666666666666667
Sr3 Al2 In4,1.6333333333333333
Pr1 Co3 Ni2,1.4333333333333333
Pr3 Mg1 Ni14,1.4416666666666667
Pd4 W1,1.39
Nd2 Nb1 Ga1 O7,0.968181818181818
Na1 Zr1 Sc1 O4,1.0499999999999998
Na1 Ta4 Bi5 O18,0.9428571428571428
Na1 Pr2 Cl6,1.2777777777777777
Na1 Nd3 Ti2 Sb2 O14,0.9749999999999999
Na1 Nb1 W1 O6,0.911111111111111
Na3 W2 Cl4 O4,1.1153846153846154
Mn1 Ni1 Sn1 Pd1,1.4
Pb5 W3 O9 F10,0.8685185185185185
Na2 Ge1 Te1 O6,0.985
Mn1 Sb1 Rh2,1.3875
Mo2 Pd1 Rh2,1.4
Mn1 V1 Sb1,1.4
Mn6 Zn2 C1 N1,1.2449999999999999
Na2 As1 P1 H8 O10,0.625
Mn1 V1 S2,1.1875
Mn20 Si12 C1,1.2696969696969698
Li1 Nd1 Se2,1.4
Li1 B1 H4,0.5499999999999999
Li4 Cd5 Sb5,1.4857142857142858
Li2 Mg1 Tl1,1.5750000000000002
Li1 Mn2 Cu1 Ru2 O8,0.9285714285714284
La1 Pr3 Mn4 O12,1.0150000000000001
La1 Sm3 O6,1.1099999999999999
Li2 U1 Br6,1.2833333333333332
La1 Co1 Sb1 Pb1 O6,1.0150000000000001
Lu4 V5 B18,1.075925925925926
K1 Rb1 In4 Au8,1.5392857142857141
K1 Bi1 S2,1.4500000000000002
K2 Br1 Cl1,1.6375000000000002
K2 Mo8 O13,1.0347826086956522
Ho1 Zn1 Si1,1.4
K4 Mg1 Cu3 F12,1.0175
Ho2 Fe9 Si3,1.3857142857142857
Gd1 B1 O3,0.89
Ga1 As1 Rh4,1.3083333333333333
La9 Ce3 Si8 S32 I4,1.2410714285714286
Er2 Ga1 Cu1,1.5375
Dy1 Sb1 Te3,1.48
Er2 Mn1 S4,1.2714285714285714
Cu1 Bi5 S8,1.2392857142857143
Gd4 Co3,1.6071428571428572
Cr12 As4 C3 N1,1.2074999999999998
Ce1 Y2 Al3 Pd3,1.4888888888888887
Cd1 Pb1 S2,1.3375
Ca1 Ga1 Cu1,1.4833333333333332
Ca1 Sm1 Mn2 O6,1.005
Ca1 Mn1 Fe1 Bi1 O6,0.98
Ca1 Nb4 O8,0.9538461538461539
Ce1 U2 S5,1.29375
Bi3 Te5 Pb1,1.511111111111111
Ba1 Sr4 Fe5 O15,1.0459999999999998
Ba1 Sn2 Bi1,1.6625
Ba3 La1 Nb3 O12,1.0499999999999998
Ba3 Ti1 Fe2 O9,1.0699999999999998
Ba3 La1 Ir1 Ru1 O9,1.0966666666666667
B2 Mo1 Ru1,1.1125
Ba2 Sr2 La2 Cu6 O13,1.124
Al1 W1 C1,1.1
Ba5 Bi1 Pb4 O15,1.142
Al1 Cr4 Ag1 S8,1.1749999999999998
Ba10 Y5 Fe15 O36,1.1075757575757574
Pr2 Mg1 Se4,1.4
Gd2 Mg1 S4,1.2999999999999998
Cs1 V1 P2 S7,1.1772727272727272
Ti1 Cr1 Ag1 S4,1.2
Al2 O3,0.86
Zn1,1.35
Hf1 O2,0.9166666666666665
Y1 Mn1 N2,1.125
Rb7 V1 N4,1.7000000000000002
Pt1 C1 N2,0.8374999999999999
Co7 Ge1 N6,1.042857142857143
Na1 Pt1 N1,1.2666666666666666
Si2 Se1 N2,0.93
K2 Sn1 N2,1.4300000000000002
Y4 S3 N2,1.2777777777777777
Mg1 Ni5 N4,1.085
Mg1 Mn1 N2,1.05
Mn2 C3 N6,0.8
Al1 In1 N2,1.025
Sr5 V2 N6,1.276923076923077
Cr1 Bi2 N3,1.0916666666666666
Rb3 B1 N2,1.5333333333333332
Sr3 Sb3 N5,1.2363636363636363
Mn5 Fe1 N4,1.1
Al1 Co1 O3,0.88
Na1 Al1 Si2 H2 O7,0.7653846153846153
Mg2 V2 Si3 O12,0.8526315789473684
Al1 W1 O3,0.88
Li1 Ca1 Ga1 F6,0.8388888888888888
U1 Co4 Sn1,1.4333333333333333
Sr1 Hf1 O3,1.07
Na1 Sr1 P1,1.5999999999999999
Cd1 Rh2 O4,0.95
Dy2 Si5 Rh3,1.3050000000000002
Zn1 Ag1 P3 O9,0.8107142857142857
Nb1 Ni3,1.3750000000000002
Rb9 Fe2 S7,1.7194444444444443
Zn1 Rh1 F6,0.7125
Pr1 Pd3,1.5124999999999997
Ho2 Ge2 Os1,1.4600000000000002
V3 Co1,1.35
Yb1 Au2,1.4833333333333334
Sr1 Ge1 O3,1.01
Cs1 Nd1 P4 O12,0.8694444444444445
Sn1 W1 O4,0.8666666666666667
K2 Zr3 O1 F12,0.8694444444444445
Ca2 P2 O7,0.8909090909090909
Ca2 U1 O5,1.04375
Sm3 Ti3 Se2 O8,1.053125
Na5 Sn1 P3,1.4944444444444442
La1 Cr1 O4,0.9583333333333333
Rb2 Na1 Mn3 F12,0.9277777777777778
Ga2 As1 Rh5,1.3125
Na4 Si23,1.2037037037037037
Na1 Tm1 Ge1 O4,1.0285714285714285
Na1 Mn1 Cr1 F6,0.8444444444444443
Lu2 Mn2 O7,0.9545454545454546
Y1 Mn1 O3,1.0
Ba1 Mo1 O4,0.9999999999999998
Li1 V1 O3,0.92
Np1 Si1,1.425
Be1,1.05
Dy1 Co3 B2,1.25
P1 Pb1 Se3,1.25
Yb1 Sb1 Pd1,1.533333333333333
Ce1 S2,1.2833333333333332
Ba4 Y2 Cu6 O13,1.124
Ce1 Mg1 Tl1,1.75
Ge3 Ru2,1.27
Gd1 V1 O4,0.925
Ba1 Pb1 O3,1.15
Ga1 Ru1,1.3
Co3 B2 O6,0.8499999999999999
Ba1 Pr1 O3,1.1600000000000001
Cs1 Br1,1.875
Ni3 P1,1.2625000000000002
Y1 C1 I1,1.2999999999999998
I1 F5,0.65
B1 Cl1 F6,0.60625
Rb1 I1 O4,1.025
Sn1 H8 N2 F6,0.4558823529411765
Nd1 H2 Cl1 O2,0.7583333333333333
K1 P1 H2 O4,0.7625
Nd2 H16 S3 O20,0.5536585365853659
P1 H5 N1 O3 F1,0.4727272727272727
Ba1 Dy1 Fe2 O5,1.0777777777777777
Li3 Ni1 P1 C1 O7,0.8923076923076924
Ti1 P2 O7,0.76
Na1 Ag3 O2,1.3
Sc1 B2 C2,0.9400000000000002
Ba1 H8 O5,0.5107142857142857
Co10 Ge3 O16,0.9258620689655173
Th1 Zr1 F8,0.7350000000000001
Sr1 Ni2 P2,1.34
Sr4 As3,1.6357142857142857
Na1 Sc1 Cl4,1.2333333333333334
Co2 Ge3 Te3,1.3312499999999998
Na1 Pb1,1.8
Cs1 Ti2 I7,1.52
Lu2 Ni1 Sn6,1.5055555555555555
Zr1 Ni1 Bi1,1.5
Tb10 Ti6 O27,0.9790697674418605
K1 Au1 S5,1.2214285714285715
Sm1 S1 F1,1.1166666666666667
Eu2 Sn2 O7,0.9818181818181817
La9 Mn10 O30,1.0112244897959184
Rb1 Fe1 S2,1.4375
Ca1 Cr2 O4,0.9999999999999998
Nd1 Tl1 P4 O12,0.8305555555555555
Cs2 Cu1 O2,1.55
K1 Cr1 Cu1 F6,0.8833333333333333
Tl1 Cu1 P1 O4,0.95
La4 Mn5 Si4 O22,0.9257142857142856
Al3 B2 Ru4,1.1833333333333331
Rb2 Th1 P3 Se9,1.3233333333333333
Mn1 P4 O11,0.75
V2 Cu2 O7,0.8727272727272728
Mg2 P1 Cl1 O4,0.925
K6 Co1 Mo5 O19,1.070967741935484
Ba2 Ni2 Cl1 F7,0.9583333333333333
Cs2 K2 Te1 O5,1.4000000000000001
Sr1 Zr1 O3,1.07
Al1 P1 O4,0.7749999999999999
Li4 Zn1 P2 O8,0.9299999999999999
Li5 Ga1 O2,1.21875
K1 Yb2 F7,0.92
Ca3 W1 Cl2 O5,1.0681818181818181
Li1 Al1 Si1 O4,0.8857142857142857
Eu2 B5 Br1 O9,0.8529411764705882
Rb3 Mo12 P1 O40,0.8830357142857141
Na4 U1 C3 O11,0.9289473684210527
Pb1 I2,1.5333333333333332
Er3 Cu4 Ge4,1.4227272727272728
Yb1 Cu1 Ge1,1.4499999999999997
Sm1 Co9 Si4,1.3142857142857145
U11 Ni16,1.512962962962963
K2 Sn1 Br6,1.4166666666666665
Ti1 Br4,1.2
Sc1 Bi1,1.6
K5 Ag2 As3 Se9,1.4736842105263157
Pr6 Co1 Br10,1.4088235294117648
Tl1 I1,1.65
Cd1 I2,1.4499999999999997
Nd1 B2 C2,0.99
Ba2 V1 I5 O17,0.914
Dy1 H6 C6 Cl3 O9 F6,0.6080645161290322
Cs1 Hg2 Br5,1.41875
Pb1 N6,0.8142857142857143
Si1 Te2 Os1,1.3
Na2 Hf1 H6 O6,0.6833333333333333
K3 Cu1 C4 N4,1.1125
